ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-00135,2024-07-22 05:31:00,,Shipping,Delivery delayed,Laptop Pro,Phone,In Progress,Neutral,Agent_013,,29,4,High,Follow-up Scheduled,No,No,Latin America,Standard,Yes
TKT-00136,2023-08-14 09:02:00,2023-08-14 11:23:00,Billing,Refund not received,Router Plus,App,Pending,Neutral,Agent_018,141,50,4,High,Account Updated,No,No,Latin America,Standard,No
TKT-00137,2024-10-31 07:19:00,2024-10-31 14:47:00,Technical,App keeps crashing,Router Plus,Email,Closed,Positive,Agent_048,448,23,4,Medium,Account Updated,No,No,Latin America,Standard,Yes
TKT-00138,2023-07-31 01:36:00,2023-07-31 04:36:00,Returns,Item not eligible for return,Tablet S,Phone,Pending,Negative,Agent_033,180,11,4,Critical,Technical Fix Applied,Yes,No,Latin America,Enterprise,No
TKT-00139,2024-12-19 04:15:00,2024-12-19 05:30:00,Shipping,Tracking not updating,Router Plus,Chat,Pending,Positive,Agent_027,75,49,5,Medium,Technical Fix Applied,No,No,North America,Standard,No
TKT-00140,2024-04-10 15:20:00,,Product,Product defective,Router Plus,Phone,Closed,Negative,Agent_026,,47,5,Low,No Action Needed,No,No,Asia Pacific,Premium,Yes
TKT-00141,2024-08-02 15:50:00,2024-08-02 18:46:00,Shipping,Order not arrived,Router Plus,Email,Resolved,Negative,Agent_029,176,3,5,Medium,No Action Needed,No,No,Europe,Premium,Yes
TKT-00142,2023-04-06 20:23:00,,Account,Account locked,Laptop Pro,Social Media,Pending,Negative,Agent_049,,42,5,Low,Technical Fix Applied,No,Yes,Latin America,Standard,No
TKT-00143,2023-01-10 00:44:00,2023-01-10 03:40:00,General Inquiry,Pricing inquiry,Router Plus,Email,Resolved,Positive,Agent_007,176,28,5,Low,Account Updated,No,Yes,Europe,Premium,No
TKT-00144,2024-06-27 18:00:00,2024-06-27 23:13:00,Technical,Login not working,Wireless Earbuds,Social Media,Pending,Neutral,Agent_014,313,47,4,Low,Technical Fix Applied,Yes,Yes,Latin America,Standard,No
TKT-00145,2023-09-11 08:41:00,2023-09-11 09:25:00,Shipping,Delivery delayed,Tablet S,Email,Closed,Negative,Agent_020,44,47,4,Low,Information Provided,No,No,North America,Premium,No
TKT-00146,2024-05-21 12:07:00,2024-05-21 14:11:00,Returns,Return label not received,Smart TV,Phone,Resolved,Negative,Agent_037,124,34,4,Medium,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-00147,2023-08-09 01:59:00,2023-08-09 02:30:00,Account,Subscription management,Camera 4K,Social Media,Escalated,Positive,Agent_035,31,19,4,Medium,Escalated to Tier 2,No,No,Middle East,Enterprise,No
TKT-00148,2024-07-03 10:25:00,2024-07-03 15:26:00,Shipping,Order not arrived,Tablet S,Social Media,Escalated,Negative,Agent_004,301,44,5,Low,No Action Needed,Yes,No,North America,Standard,No
TKT-00149,2023-05-03 00:45:00,2023-05-03 01:56:00,Shipping,Delivery delayed,Tablet S,Chat,Resolved,Negative,Agent_018,71,23,3,High,Technical Fix Applied,No,Yes,Latin America,Standard,Yes
TKT-00150,2024-05-23 14:32:00,,Technical,Device not connecting,Wireless Earbuds,Phone,Closed,Negative,Agent_044,,11,5,High,Information Provided,No,Yes,North America,Standard,No
TKT-00151,2023-06-03 05:59:00,,Complaint,Repeated issues unresolved,Phone Max,Phone,Resolved,Negative,Agent_021,,46,5,Low,Technical Fix Applied,No,Yes,North America,Standard,No
TKT-00152,2024-02-15 02:56:00,2024-02-15 06:55:00,Billing,Wrong amount billed,SmartWatch X,App,Pending,Neutral,Agent_019,239,20,5,Medium,Order Replaced,No,No,Asia Pacific,Standard,No
TKT-00153,2024-07-13 07:09:00,2024-07-13 07:13:00,Returns,Item not eligible for return,Laptop Pro,Phone,Resolved,Negative,Agent_048,4,35,1,High,Technical Fix Applied,No,No,Latin America,Standard,Yes
TKT-00154,2024-12-29 08:05:00,2024-12-29 08:28:00,Shipping,Tracking not updating,Smart TV,Social Media,In Progress,Positive,Agent_007,23,34,5,Medium,No Action Needed,Yes,No,Latin America,Premium,Yes
TKT-00155,2023-09-25 10:59:00,2023-09-25 17:50:00,Account,Profile update error,Router Plus,Phone,Resolved,Negative,Agent_009,411,21,5,High,Technical Fix Applied,No,Yes,Latin America,Standard,Yes
TKT-00156,2023-08-01 14:19:00,2023-08-01 18:17:00,Product,Warranty claim,Laptop Pro,Chat,Closed,Neutral,Agent_006,238,11,2,High,Account Updated,No,Yes,Asia Pacific,Standard,No
TKT-00157,2024-02-19 14:35:00,2024-02-19 20:59:00,Billing,Subscription not cancelled,SmartWatch X,Email,Resolved,Negative,Agent_015,384,7,2,Low,No Action Needed,No,No,North America,Standard,Yes
TKT-00158,2023-01-23 02:12:00,2023-01-23 09:55:00,Technical,Device not connecting,SmartWatch X,Email,Closed,Positive,Agent_037,463,6,5,Medium,No Action Needed,No,No,Latin America,Standard,Yes
TKT-00159,2023-10-09 08:28:00,,Shipping,Wrong item delivered,Tablet S,Social Media,Resolved,Neutral,Agent_004,,40,4,Low,No Action Needed,Yes,Yes,Middle East,Standard,No
TKT-00160,2024-01-27 22:22:00,2024-01-28 02:28:00,Billing,Promo code not applied,Smart TV,Social Media,Resolved,Positive,Agent_039,246,59,4,Low,Order Replaced,Yes,No,Middle East,Standard,No
TKT-00161,2023-06-13 03:15:00,2023-06-13 08:52:00,Returns,Return label not received,Phone Max,App,Closed,Negative,Agent_023,337,51,4,Critical,Escalated to Tier 2,No,No,Asia Pacific,Enterprise,Yes
TKT-00162,2024-08-04 18:09:00,2024-08-04 22:58:00,Product,Product not as described,Tablet S,Chat,Pending,Positive,Agent_015,289,52,5,Medium,Refund Issued,No,Yes,Middle East,Standard,Yes
TKT-00163,2023-11-28 01:01:00,2023-11-28 02:17:00,Shipping,Order not arrived,Smart TV,Email,Resolved,Negative,Agent_026,76,50,5,Medium,Account Updated,No,Yes,Europe,Premium,No
TKT-00164,2024-10-26 10:11:00,2024-10-26 16:14:00,General Inquiry,Feature request,Smart TV,Chat,Escalated,Negative,Agent_025,363,60,5,Medium,Order Replaced,Yes,No,Middle East,Standard,No
TKT-00165,2023-07-06 19:20:00,2023-07-07 03:12:00,Billing,Promo code not applied,SmartWatch X,Social Media,Resolved,Negative,Agent_016,472,41,4,Medium,Account Updated,No,No,North America,Premium,No
TKT-00166,2024-04-02 00:16:00,2024-04-02 02:04:00,Product,Product defective,Laptop Pro,Email,Resolved,Negative,Agent_011,108,17,2,High,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-00167,2023-06-16 14:04:00,2023-06-16 20:54:00,Returns,Item not eligible for return,SmartWatch X,Email,Resolved,Negative,Agent_011,410,21,4,High,Technical Fix Applied,No,No,Latin America,Premium,No
TKT-00168,2024-09-13 13:10:00,,Shipping,Tracking not updating,Tablet S,Phone,Resolved,Positive,Agent_026,,13,3,Medium,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-00169,2023-07-24 03:01:00,2023-07-24 04:47:00,General Inquiry,Compatibility question,SmartWatch X,Phone,Closed,Neutral,Agent_043,106,6,4,Low,No Action Needed,No,No,Asia Pacific,Standard,Yes
TKT-00170,2024-04-21 08:14:00,2024-04-21 15:23:00,General Inquiry,Product availability,SmartWatch X,Phone,Closed,Neutral,Agent_049,429,49,2,Medium,Refund Issued,No,No,Latin America,Enterprise,No
TKT-00171,2024-08-09 07:30:00,,General Inquiry,Product availability,Wireless Earbuds,Email,Closed,Neutral,Agent_011,,46,5,Critical,Information Provided,Yes,No,Latin America,Standard,No
TKT-00172,2024-09-01 08:20:00,2024-09-01 16:07:00,Shipping,Tracking not updating,Camera 4K,App,Resolved,Positive,Agent_030,467,6,5,Critical,Refund Issued,No,No,Middle East,Premium,Yes
TKT-00173,2023-06-01 18:37:00,2023-06-01 23:36:00,Shipping,Order not arrived,SmartWatch X,Phone,Closed,Negative,Agent_027,299,60,5,Low,Follow-up Scheduled,No,No,Europe,Standard,Yes
TKT-00174,2023-02-09 12:56:00,2023-02-09 20:27:00,Complaint,Repeated issues unresolved,Tablet S,Phone,Resolved,Negative,Agent_020,451,48,3,Medium,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-00175,2023-11-25 08:46:00,2023-11-25 12:20:00,General Inquiry,Pricing inquiry,Camera 4K,Social Media,Closed,Negative,Agent_004,214,29,2,Medium,Escalated to Tier 2,Yes,No,Latin America,Standard,No
TKT-00176,2023-06-27 06:56:00,2023-06-27 14:03:00,Billing,Refund not received,Laptop Pro,Phone,Escalated,Positive,Agent_030,427,3,2,Medium,Technical Fix Applied,No,No,Latin America,Standard,Yes
TKT-00177,2024-08-23 17:22:00,2024-08-23 20:19:00,General Inquiry,Product availability,Tablet S,Email,Resolved,Positive,Agent_037,177,48,5,High,Information Provided,No,No,Europe,Standard,No
TKT-00178,2024-11-29 00:30:00,,Billing,Charged twice for order,Phone Max,Phone,Pending,Negative,Agent_046,,52,3,Critical,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-00179,2024-11-24 16:52:00,2024-11-24 22:12:00,Account,Profile update error,Tablet S,Phone,Escalated,Neutral,Agent_022,320,33,2,Critical,Account Updated,No,No,Asia Pacific,Standard,No
TKT-00180,2023-02-28 19:25:00,2023-03-01 01:04:00,Returns,Return window expired,Tablet S,Phone,Closed,Neutral,Agent_048,339,2,3,Low,Information Provided,No,No,Middle East,Premium,No
TKT-00181,2024-06-03 09:54:00,2024-06-03 11:22:00,Product,Warranty claim,SmartWatch X,Social Media,Resolved,Positive,Agent_036,88,12,5,High,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-00182,2024-03-06 10:23:00,2024-03-06 12:37:00,Account,Two-factor auth problem,Laptop Pro,App,Pending,Neutral,Agent_031,134,8,4,High,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00183,2023-05-21 06:21:00,2023-05-21 09:51:00,Shipping,Wrong item delivered,Smart TV,Chat,Closed,Neutral,Agent_041,210,30,5,Critical,Account Updated,No,Yes,Asia Pacific,Standard,No
TKT-00184,2024-05-16 02:08:00,2024-05-16 07:23:00,Shipping,Tracking not updating,Camera 4K,Email,Resolved,Positive,Agent_024,315,28,4,Critical,Account Updated,No,No,North America,Premium,No
TKT-00185,2023-08-20 22:56:00,2023-08-21 01:53:00,Returns,Exchange requested,Tablet S,Chat,Resolved,Positive,Agent_019,177,33,2,Medium,Account Updated,No,No,Europe,Standard,No
TKT-00186,2023-07-12 05:58:00,2023-07-12 13:49:00,Product,Missing parts,Phone Max,Email,Pending,Positive,Agent_024,471,15,1,High,Refund Issued,No,No,Middle East,Premium,No
TKT-00187,2024-11-08 03:41:00,,Billing,Refund not received,Camera 4K,Email,Pending,Neutral,Agent_010,,27,5,Low,Refund Issued,No,No,Middle East,Standard,No
TKT-00188,2024-03-04 03:32:00,2024-03-04 09:41:00,Shipping,Order not arrived,Router Plus,Chat,Pending,Negative,Agent_034,369,51,4,Critical,Account Updated,No,No,North America,Standard,No
TKT-00189,2023-12-05 07:00:00,2023-12-05 07:07:00,General Inquiry,Feature request,Router Plus,Chat,Closed,Negative,Agent_005,7,54,5,High,Technical Fix Applied,No,No,Latin America,Enterprise,Yes
TKT-00190,2023-02-21 03:52:00,2023-02-21 05:22:00,General Inquiry,Store hours,Camera 4K,Email,Resolved,Negative,Agent_003,90,24,5,Low,Escalated to Tier 2,No,Yes,Asia Pacific,Premium,No
TKT-00191,2023-04-06 11:52:00,2023-04-06 14:48:00,Account,Profile update error,Camera 4K,Social Media,Closed,Neutral,Agent_011,176,30,4,Low,Refund Issued,No,No,North America,Standard,No
TKT-00192,2023-07-05 19:24:00,2023-07-06 02:03:00,General Inquiry,Pricing inquiry,Router Plus,Social Media,Resolved,Neutral,Agent_003,399,44,1,Low,Account Updated,Yes,No,Middle East,Premium,No
TKT-00193,2024-11-16 10:33:00,2024-11-16 15:01:00,Returns,Refund not processed,Router Plus,Phone,Escalated,Neutral,Agent_010,268,28,4,High,Refund Issued,Yes,No,Middle East,Premium,No
TKT-00194,2023-03-18 15:20:00,2023-03-18 17:24:00,Shipping,Wrong item delivered,Camera 4K,Social Media,Closed,Positive,Agent_029,124,33,3,High,Follow-up Scheduled,Yes,No,Asia Pacific,Standard,No
TKT-00195,2023-04-16 12:26:00,2023-04-16 12:45:00,Billing,Promo code not applied,Tablet S,App,Pending,Negative,Agent_030,19,6,1,Critical,Account Updated,No,No,Latin America,Standard,No
TKT-00196,2024-11-03 11:45:00,,General Inquiry,Product availability,Smart TV,Phone,Closed,Negative,Agent_019,,15,5,Medium,Account Updated,No,Yes,Europe,Standard,No
TKT-00197,2023-04-20 08:39:00,2023-04-20 10:20:00,Complaint,Long wait times,Router Plus,Chat,Escalated,Positive,Agent_027,101,26,5,Low,Technical Fix Applied,No,No,Middle East,Enterprise,Yes
TKT-00198,2023-01-05 16:47:00,2023-01-05 17:12:00,General Inquiry,Compatibility question,Wireless Earbuds,App,Resolved,Negative,Agent_007,25,38,4,Medium,Account Updated,No,No,Middle East,Enterprise,No
TKT-00199,2024-02-12 10:18:00,2024-02-12 14:10:00,Account,Subscription management,Tablet S,App,Closed,Negative,Agent_036,232,39,3,Medium,Information Provided,No,No,Asia Pacific,Enterprise,Yes
TKT-00200,2024-05-30 17:44:00,2024-05-30 23:11:00,Shipping,Delivery delayed,Router Plus,App,Pending,Negative,Agent_027,327,23,2,Medium,Order Replaced,No,No,North America,Standard,Yes
TKT-00201,2023-02-24 21:03:00,2023-02-24 22:46:00,Shipping,Package damaged,Wireless Earbuds,Email,Escalated,Positive,Agent_049,103,19,5,Medium,Account Updated,No,Yes,Middle East,Premium,No
TKT-00202,2023-09-01 16:50:00,2023-09-01 23:38:00,Complaint,Poor service experience,Camera 4K,Social Media,Resolved,Negative,Agent_044,408,43,4,Medium,Refund Issued,Yes,No,Middle East,Premium,No
TKT-00203,2023-08-19 20:45:00,2023-08-20 02:49:00,General Inquiry,Feature request,Phone Max,Chat,Resolved,Positive,Agent_044,364,35,5,Low,Escalated to Tier 2,No,Yes,North America,Standard,No
TKT-00204,2023-06-14 18:54:00,,Shipping,Wrong item delivered,Laptop Pro,Chat,Closed,Neutral,Agent_050,,60,4,Critical,Order Replaced,No,No,Asia Pacific,Standard,No
TKT-00205,2023-07-08 16:04:00,2023-07-08 22:47:00,Returns,Return window expired,SmartWatch X,Phone,Resolved,Positive,Agent_022,403,35,4,Medium,Order Replaced,No,No,Middle East,Standard,No
TKT-00206,2023-04-28 21:22:00,2023-04-29 01:11:00,Billing,Promo code not applied,Phone Max,Email,Escalated,Neutral,Agent_008,229,59,5,Medium,Order Replaced,Yes,No,Asia Pacific,Standard,No
TKT-00207,2023-02-14 09:57:00,2023-02-14 15:31:00,General Inquiry,Pricing inquiry,Laptop Pro,Email,Resolved,Neutral,Agent_014,334,7,4,High,No Action Needed,No,No,Latin America,Premium,No
TKT-00208,2023-01-25 14:45:00,,Shipping,Package damaged,SmartWatch X,App,Closed,Negative,Agent_027,,12,2,Medium,No Action Needed,No,Yes,North America,Standard,No
TKT-00209,2024-08-22 01:44:00,,Technical,Device not connecting,Tablet S,App,Resolved,Negative,Agent_029,,7,5,Medium,Refund Issued,No,No,Europe,Premium,No
TKT-00210,2024-10-11 04:19:00,2024-10-11 10:06:00,Account,Profile update error,Laptop Pro,App,Closed,Positive,Agent_003,347,56,5,Low,No Action Needed,No,No,Asia Pacific,Standard,No
TKT-00211,2023-08-05 13:57:00,2023-08-05 19:28:00,Product,Missing parts,Tablet S,Chat,Resolved,Negative,Agent_037,331,12,3,High,Follow-up Scheduled,No,Yes,North America,Standard,Yes
TKT-00212,2023-12-05 11:08:00,2023-12-05 16:52:00,General Inquiry,Product availability,Phone Max,Phone,Pending,Neutral,Agent_043,344,40,2,Medium,Escalated to Tier 2,No,No,Asia Pacific,Enterprise,Yes
TKT-00213,2023-09-10 07:45:00,2023-09-10 14:04:00,Product,Missing parts,Smart TV,Social Media,Pending,Neutral,Agent_020,379,24,3,Medium,Technical Fix Applied,No,No,Asia Pacific,Premium,Yes
TKT-00214,2023-09-27 23:56:00,,Returns,Exchange requested,Laptop Pro,App,Pending,Negative,Agent_014,,2,2,Critical,Order Replaced,No,No,Latin America,Premium,Yes
TKT-00215,2023-08-17 18:46:00,2023-08-18 02:05:00,Complaint,Poor service experience,Camera 4K,Phone,Pending,Negative,Agent_040,439,33,4,Medium,Escalated to Tier 2,No,Yes,Middle East,Premium,No
TKT-00216,2024-01-03 01:14:00,2024-01-03 07:44:00,General Inquiry,Pricing inquiry,Laptop Pro,Chat,Pending,Negative,Agent_025,390,24,2,Medium,Follow-up Scheduled,No,Yes,Asia Pacific,Standard,No
TKT-00217,2023-09-27 18:34:00,2023-09-27 23:26:00,Account,Subscription management,SmartWatch X,App,Resolved,Negative,Agent_015,292,24,5,Medium,Account Updated,No,No,Latin America,Premium,Yes
TKT-00218,2024-03-26 05:14:00,2024-03-26 05:54:00,Shipping,Wrong item delivered,Wireless Earbuds,Phone,Pending,Negative,Agent_043,40,10,4,Low,Account Updated,No,No,Latin America,Standard,No
TKT-00219,2023-01-23 07:02:00,2023-01-23 08:08:00,Complaint,Misleading information given,Laptop Pro,App,Resolved,Positive,Agent_012,66,41,3,Medium,No Action Needed,No,No,North America,Premium,No
TKT-00220,2023-03-29 06:28:00,2023-03-29 11:39:00,Account,Account locked,Camera 4K,App,Resolved,Neutral,Agent_050,311,11,5,Low,Order Replaced,No,No,Latin America,Standard,Yes
TKT-00221,2024-01-30 04:06:00,2024-01-30 04:15:00,Complaint,Repeated issues unresolved,Wireless Earbuds,App,Resolved,Neutral,Agent_040,9,33,5,Medium,Technical Fix Applied,Yes,No,Middle East,Standard,Yes
TKT-00222,2024-06-18 13:23:00,,Complaint,Repeated issues unresolved,Camera 4K,Phone,Pending,Negative,Agent_049,,15,4,High,Technical Fix Applied,No,No,Europe,Enterprise,Yes
TKT-00223,2023-09-21 06:00:00,2023-09-21 12:04:00,Complaint,Poor service experience,Laptop Pro,Social Media,Escalated,Negative,Agent_021,364,34,1,Medium,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00224,2024-09-18 08:43:00,2024-09-18 12:07:00,Product,Setup assistance needed,Router Plus,Chat,Resolved,Neutral,Agent_017,204,51,4,Critical,Account Updated,No,No,Europe,Premium,No
TKT-00225,2024-04-02 22:10:00,2024-04-02 23:02:00,Returns,Exchange requested,Laptop Pro,Chat,Resolved,Neutral,Agent_006,52,22,4,High,Follow-up Scheduled,No,No,North America,Standard,Yes
TKT-00226,2024-01-29 12:39:00,2024-01-29 18:15:00,Billing,Charged twice for order,Wireless Earbuds,Social Media,Resolved,Positive,Agent_043,336,39,5,Critical,Order Replaced,No,No,Middle East,Standard,Yes
TKT-00227,2024-11-21 01:23:00,2024-11-21 03:26:00,Shipping,Package damaged,Camera 4K,Phone,Escalated,Neutral,Agent_013,123,6,5,Medium,Technical Fix Applied,No,No,Middle East,Enterprise,Yes
TKT-00228,2023-08-20 19:12:00,2023-08-20 23:05:00,Account,Account locked,Camera 4K,App,Resolved,Positive,Agent_019,233,17,4,Medium,Technical Fix Applied,No,No,Middle East,Premium,No
TKT-00229,2024-01-22 18:30:00,2024-01-23 01:05:00,General Inquiry,Compatibility question,Router Plus,App,Closed,Neutral,Agent_017,395,50,4,Low,Information Provided,No,No,Asia Pacific,Standard,Yes
TKT-00230,2024-12-18 08:15:00,,Billing,Wrong amount billed,SmartWatch X,App,Closed,Neutral,Agent_023,,53,5,Low,Order Replaced,No,No,Europe,Standard,Yes
TKT-00231,2023-09-29 06:14:00,2023-09-29 07:58:00,Returns,Refund not processed,SmartWatch X,Email,Closed,Negative,Agent_043,104,23,5,Medium,Refund Issued,No,No,North America,Premium,Yes
TKT-00232,2024-05-19 18:55:00,2024-05-19 21:16:00,Product,Setup assistance needed,Tablet S,Social Media,Resolved,Neutral,Agent_004,141,59,5,Medium,No Action Needed,No,No,Middle East,Standard,No
TKT-00233,2024-04-13 03:44:00,2024-04-13 08:10:00,Shipping,Wrong item delivered,Camera 4K,App,Resolved,Neutral,Agent_017,266,1,5,Low,Order Replaced,No,No,Middle East,Standard,Yes
TKT-00234,2023-08-04 13:44:00,2023-08-04 20:10:00,Complaint,Repeated issues unresolved,Wireless Earbuds,App,Resolved,Neutral,Agent_015,386,18,5,High,Order Replaced,No,No,Latin America,Standard,No
TKT-00235,2024-04-29 00:11:00,2024-04-29 03:47:00,Shipping,Delivery delayed,Smart TV,Social Media,Resolved,Neutral,Agent_037,216,55,5,Low,Technical Fix Applied,No,Yes,Asia Pacific,Standard,No
TKT-00236,2023-12-09 08:23:00,2023-12-09 11:28:00,General Inquiry,Store hours,Laptop Pro,Social Media,Resolved,Negative,Agent_039,185,17,5,Low,Escalated to Tier 2,No,No,Asia Pacific,Premium,No
TKT-00237,2023-03-22 12:39:00,2023-03-22 15:06:00,General Inquiry,Pricing inquiry,Smart TV,Social Media,Pending,Neutral,Agent_005,147,56,5,Low,Account Updated,No,No,Asia Pacific,Premium,No
TKT-00238,2023-10-05 14:49:00,2023-10-05 22:11:00,Complaint,Repeated issues unresolved,Camera 4K,Chat,Resolved,Positive,Agent_047,442,34,5,Low,Order Replaced,No,No,North America,Standard,Yes
TKT-00239,2023-03-07 15:35:00,,Technical,App keeps crashing,SmartWatch X,Phone,Pending,Positive,Agent_025,,49,4,Medium,Information Provided,No,No,Europe,Standard,No
